2018-02-02.CGAA-2512 ]  Licensee anonymous user: homepage footer webforms ||| https://ownsourcing.atlassian.net/browse/CGAA-2512 ||| Feature:: Footer webform links on homepage ||| Benefit: In order to communicate with GAA! team re: liscencing, syndication, comments, corrections, and media requests ||| Actor: As an anonymous licesnsee site user ||| Action: I can click a linked webform title ||| Outcome: Then I see the page load with the same webform title at the top</description>	CGAA-2512	Fri	2018-02-02	 15:26:17 -0500	 Licensee anonymous user: homepage footer webforms ||| https://ownsourcing.atlassian.net/browse/CGAA-2512 ||| Feature:: Footer webform links on homepage ||| Benefit: In order to communicate with GAA! team re: liscencing, syndication, comments, corrections, and media requests ||| Actor: As an anonymous licesnsee site user ||| Action: I can click a linked webform title ||| Outcome: Then I see the page load with the same webform title at the top</description>	CGAA-2512 ||| Licensee anonymous user: homepage footer webforms</summary> 
"2018-02-02.CGAA-2514 ]  Licensee anonymous user: Subscribe/Get Alice! in your Inbox ||| https://ownsourcing.atlassian.net/browse/CGAA-2514 ||| Feature:: Homepage Subscribe menu/Get Alice! in Your Box sign up webform ||| Benefit: In order to sign up to receive the weekly GAA! email message ||| Actor: As an anonymous licensee user ||| Action: I can click a linked ""Get Alice! in Your Box"" item ||| Outcome: Then I see the webform page load with the same title at the top</description>"	CGAA-2514	Fri	2018-02-02	 15:25:52 -0500	" Licensee anonymous user: Subscribe/Get Alice! in your Inbox ||| https://ownsourcing.atlassian.net/browse/CGAA-2514 ||| Feature:: Homepage Subscribe menu/Get Alice! in Your Box sign up webform ||| Benefit: In order to sign up to receive the weekly GAA! email message ||| Actor: As an anonymous licensee user ||| Action: I can click a linked ""Get Alice! in Your Box"" item ||| Outcome: Then I see the webform page load with the same title at the top</description>"	CGAA-2514 ||| Licensee anonymous user: Subscribe/Get Alice! in your Inbox 
"2018-02-02.CGAA-2528 ]  Central site management of adding licensee users ||| https://ownsourcing.atlassian.net/browse/CGAA-2528 ||| Feature:: Manage users tool ||| Benefit: In order to add/edit/block/delete licensee users ||| Actor: As a logged in central site manager to the licensee site ||| Action: I can click ""manage users"" on the licensee site ||| Outcome: Then I see the page load with the same title at the top. ||| Scenario: adding a licensee user account ||| Given I am on<a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""add user"" button ||| And I enter information in all required fields ||| And I select appropriate ""status"" and ""roles"" (licensee) from the available options ||| And I click ""create new account"" When I visit <a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I see &#91;new user name and role(s)&#93;</span> in the user list</description>"	CGAA-2528	Fri	2018-02-02	 15:24:36 -0500	" Central site management of adding licensee users ||| https://ownsourcing.atlassian.net/browse/CGAA-2528 ||| Feature:: Manage users tool ||| Benefit: In order to add/edit/block/delete licensee users ||| Actor: As a logged in central site manager to the licensee site ||| Action: I can click ""manage users"" on the licensee site ||| Outcome: Then I see the page load with the same title at the top. ||| Scenario: adding a licensee user account ||| Given I am on<a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""add user"" button ||| And I enter information in all required fields ||| And I select appropriate ""status"" and ""roles"" (licensee) from the available options ||| And I click ""create new account"" When I visit <a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I see &#91;new user name and role(s)&#93;</span> in the user list</description>"	CGAA-2528 ||| Central site management of adding licensee users</summary> 
"2018-02-02.CGAA-2529 ]  Central site management of licensee editing user roles ||| https://ownsourcing.atlassian.net/browse/CGAA-2529 ||| Scenario: editing licensee user roles ||| Given I am on <a href=""http://lprod.ownsourcing.com/user"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/user</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""manage users"" button ||| And I click ""edit"" next to desired user name ||| And I select/deselect appropriate ""roles"" from the available options ||| And I change any other fields as necessary ||| And I click ""save"" ||| When I visit <a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I see &#91;updated roles or other information&#93;</span> next to the desired name in the user list</description>"	CGAA-2529	Fri	2018-02-02	 15:22:41 -0500	" Central site management of licensee editing user roles ||| https://ownsourcing.atlassian.net/browse/CGAA-2529 ||| Scenario: editing licensee user roles ||| Given I am on <a href=""http://lprod.ownsourcing.com/user"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/user</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""manage users"" button ||| And I click ""edit"" next to desired user name ||| And I select/deselect appropriate ""roles"" from the available options ||| And I change any other fields as necessary ||| And I click ""save"" ||| When I visit <a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I see &#91;updated roles or other information&#93;</span> next to the desired name in the user list</description>"	CGAA-2529 ||| Central site management of licensee editing user roles 
"2018-02-02.CGAA-2531 ]  Central site management of blocking licensee users ||| https://ownsourcing.atlassian.net/browse/CGAA-2531 ||| Scenario: blocking licensee user account ||| Given I am on <a href=""http://lprod.ownsourcing.com/user"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/user</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""manage users"" button ||| And I click ""edit"" next to desired user name ||| And I click ""blocked"" under ""status When I visit <a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I will not see ""blocked"" under ""status"" next to the user name in the user list Unable to render embedded object: File (screenshot-1.png) not found."	CGAA-2531	Fri	2018-02-02	 15:20:29 -0500	" Central site management of blocking licensee users ||| https://ownsourcing.atlassian.net/browse/CGAA-2531 ||| Scenario: blocking licensee user account ||| Given I am on <a href=""http://lprod.ownsourcing.com/user"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/user</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""manage users"" button ||| And I click ""edit"" next to desired user name ||| And I click ""blocked"" under ""status When I visit <a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I will not see ""blocked"" under ""status"" next to the user name in the user list Unable to render embedded object: File (screenshot-1.png) not found."	CGAA-2531 ||| Central site management of blocking licensee users</summary> 
"2018-02-02.CGAA-2530 ]  Central site management of licensee deleting user roles ||| https://ownsourcing.atlassian.net/browse/CGAA-2530 ||| Scenario: deleting licensee user account ||| Given I am on<a href=""http://lprod.ownsourcing.com/user"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/user</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""manage users"" button ||| And I click ""edit"" next to desired user name ||| And I click ""cancel account"" When I visit<a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I will not see the user name in the user list Unable to render embedded object: File (image-2018-02-02-15-19-39-297.png) not found.</span>"	CGAA-2530	Fri	2018-02-02	 15:19:42 -0500	" Central site management of licensee deleting user roles ||| https://ownsourcing.atlassian.net/browse/CGAA-2530 ||| Scenario: deleting licensee user account ||| Given I am on<a href=""http://lprod.ownsourcing.com/user"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/user</a> ||| And I am logged in as central site manager to the licensee site ||| And I click the ""manage users"" button ||| And I click ""edit"" next to desired user name ||| And I click ""cancel account"" When I visit<a href=""http://lprod.ownsourcing.com/admin/people"" class=""external-link"" rel=""nofollow"">http://lprod.ownsourcing.com/admin/people</a> ||| Then I will not see the user name in the user list Unable to render embedded object: File (image-2018-02-02-15-19-39-297.png) not found.</span>"	CGAA-2530 ||| Central site management of licensee deleting user roles 
2018-02-02.CGAA-2527 ]  General site function story: Returning to homepage from any other site page ||| https://ownsourcing.atlassian.net/browse/CGAA-2527 ||| Feature:: Link to return to homepage ||| Benefit: In order to return to the GAA! homepage from any other page ||| Actor: As an anonymous user ||| Action: I can click the linked GAA! logo on the upper left hand corner on any page ||| Outcome: Then I see the page load with the homepage content</description>	CGAA-2527	Fri	2018-02-02	 14:53:32 -0500	 General site function story: Returning to homepage from any other site page ||| https://ownsourcing.atlassian.net/browse/CGAA-2527 ||| Feature:: Link to return to homepage ||| Benefit: In order to return to the GAA! homepage from any other page ||| Actor: As an anonymous user ||| Action: I can click the linked GAA! logo on the upper left hand corner on any page ||| Outcome: Then I see the page load with the homepage content</description>	CGAA-2527 ||| General site function story: Returning to homepage from any other site page 
"2018-02-02.CGAA-2526 ]  Licensee site user story: consolidate licensee site question submissions ||| https://ownsourcing.atlassian.net/browse/CGAA-2526 ||| Kay — I added your language here, since it's more specific than my own. ||| Feature:: consolidate licensee site question submissions As an anonymous visitor to goaskalice.green.edu ||| I can submit a question So that it enters the GAA! Q&amp;A workflow. ||| Scenario: submitting a question ||| Given I am on goaskalice.green.edu/node/add/question ||| And I am not logged in ||| And I have entered a title ||| And I click the ""Submit"" button And sufficient time has passed for batch submissions to be processed by goaskalice.green.edu # match to cron setting When I visit<a href=""http://goaskalice.columbia.edu/tool/q-admin2/all"" class=""external-link"" rel=""nofollow"">http://goaskalice.columbia.edu/tool/q-admin2/all</a> ||| Then I see"	CGAA-2526	Fri	2018-02-02	 14:45:41 -0500	" Licensee site user story: consolidate licensee site question submissions ||| https://ownsourcing.atlassian.net/browse/CGAA-2526 ||| Kay — I added your language here, since it's more specific than my own. ||| Feature:: consolidate licensee site question submissions As an anonymous visitor to goaskalice.green.edu ||| I can submit a question So that it enters the GAA! Q&amp;A workflow. ||| Scenario: submitting a question ||| Given I am on goaskalice.green.edu/node/add/question ||| And I am not logged in ||| And I have entered a title ||| And I click the ""Submit"" button And sufficient time has passed for batch submissions to be processed by goaskalice.green.edu # match to cron setting When I visit<a href=""http://goaskalice.columbia.edu/tool/q-admin2/all"" class=""external-link"" rel=""nofollow"">http://goaskalice.columbia.edu/tool/q-admin2/all</a> ||| Then I see"	CGAA-2526 ||| Licensee site user story: consolidate licensee site question submissions 
"2018-01-29.CGAA-2524 ]  Licensee logged-in user: Deleting local resource ||| https://ownsourcing.atlassian.net/browse/CGAA-2524 ||| Feature:: Delete local resource for licensee site ||| Benefit: In order to remove one of 5 entries for local resources for licensee sites ||| Actor: As an logged in licensee user ||| Action: I can click on ""delete this local resource"" ||| Outcome: Then I see the page load with a question prompt: ""Are you sure you want to delete"	CGAA-2524	Mon	2018-01-29	 16:56:00 -0500	" Licensee logged-in user: Deleting local resource ||| https://ownsourcing.atlassian.net/browse/CGAA-2524 ||| Feature:: Delete local resource for licensee site ||| Benefit: In order to remove one of 5 entries for local resources for licensee sites ||| Actor: As an logged in licensee user ||| Action: I can click on ""delete this local resource"" ||| Outcome: Then I see the page load with a question prompt: ""Are you sure you want to delete"	CGAA-2524 ||| Licensee logged-in user: Deleting local resource</summary> 
"2018-01-29.CGAA-2523 ]  Licensee logged-in user: Changing user password ||| https://ownsourcing.atlassian.net/browse/CGAA-2523 ||| Feature:: Ability to change user password ||| Benefit: In order to update password after initial log in permissions granted from Columbia ||| Actor: As an logged-in licensee user ||| Action: I can click ""edit"" under user name ||| Outcome: Then I see the page load with the form to enter current password, enter/confirm new password, and save</description>"	CGAA-2523	Mon	2018-01-29	 16:50:14 -0500	" Licensee logged-in user: Changing user password ||| https://ownsourcing.atlassian.net/browse/CGAA-2523 ||| Feature:: Ability to change user password ||| Benefit: In order to update password after initial log in permissions granted from Columbia ||| Actor: As an logged-in licensee user ||| Action: I can click ""edit"" under user name ||| Outcome: Then I see the page load with the form to enter current password, enter/confirm new password, and save</description>"	CGAA-2523 ||| Licensee logged-in user: Changing user password</summary> 
"2018-01-29.CGAA-2522 ]  Licensee logged-in user: Editing local resources ||| https://ownsourcing.atlassian.net/browse/CGAA-2522 ||| Feature:: Editing local resources ||| Benefit: In order to add information about and display local resources on anonymous view of licensee site ||| Actor: As an logged in licensee user ||| Action: I can click on ""edit this information"" associated with a given resource type ||| Outcome: Then I see the page load with the ""edit local resource"	CGAA-2522	Mon	2018-01-29	 16:43:06 -0500	" Licensee logged-in user: Editing local resources ||| https://ownsourcing.atlassian.net/browse/CGAA-2522 ||| Feature:: Editing local resources ||| Benefit: In order to add information about and display local resources on anonymous view of licensee site ||| Actor: As an logged in licensee user ||| Action: I can click on ""edit this information"" associated with a given resource type ||| Outcome: Then I see the page load with the ""edit local resource"	CGAA-2522 ||| Licensee logged-in user: Editing local resources</summary> 
2018-01-29.CGAA-2521 ]  Scenario: logging in to licensee GAA! site ||| https://ownsourcing.atlassian.net/browse/CGAA-2521 ||| ||| Scenario: licensee log in exists poll creation form exists ||| Given I am at the goaskalice. &#91;university name&#93;</span>.edu/user When I complete the fields and click submit ||| Then I get page reload with user name at the top of the page and forms to edit/add resources	CGAA-2521	Mon	2018-01-29	 16:38:26 -0500	 Scenario: logging in to licensee GAA! site ||| https://ownsourcing.atlassian.net/browse/CGAA-2521 ||| ||| Scenario: licensee log in exists poll creation form exists ||| Given I am at the goaskalice. &#91;university name&#93;</span>.edu/user When I complete the fields and click submit ||| Then I get page reload with user name at the top of the page and forms to edit/add resources	CGAA-2521 ||| Scenario: logging in to licensee GAA! site</summary> 
"2018-01-29.CGAA-2520 ]  Licensee anonymous user: custom licensee site URL ||| https://ownsourcing.atlassian.net/browse/CGAA-2520 ||| Feature:: Licensee university-specific GAA! URL ||| Benefit: In order to visit a specific licensee GAA! site ||| Actor: As an anonymous licensee site user ||| Action: I can type ""goaskalice. &#91;university name&#93;</span>.edu ||| Outcome: Then I see the page load with the licensee-specific GAA! site for that university</description>"	CGAA-2520	Mon	2018-01-29	 15:49:45 -0500	" Licensee anonymous user: custom licensee site URL ||| https://ownsourcing.atlassian.net/browse/CGAA-2520 ||| Feature:: Licensee university-specific GAA! URL ||| Benefit: In order to visit a specific licensee GAA! site ||| Actor: As an anonymous licensee site user ||| Action: I can type ""goaskalice. &#91;university name&#93;</span>.edu ||| Outcome: Then I see the page load with the licensee-specific GAA! site for that university</description>"	CGAA-2520 ||| Licensee anonymous user: custom licensee site URL</summary> 
"2018-01-29.CGAA-2519 ]  Licensee anonymous user: homepage ""About Alice!"" menu ||| https://ownsourcing.atlassian.net/browse/CGAA-2519 ||| Feature:: Homepage ""About Alice!"" menu ||| Benefit: In order to visit site pages on the site specific to the history, reader feedback, awards, and creators of the GAA! site ||| Actor: As an anonymous licensee user ||| Action: I can click the ""About Alice!"" menu ||| Outcome: Then I see the drop down menu with ""All About Alice!"", ""Go Ask Alice! History"", ""Rants &amp; Raves"", and ""FAQs"" options/pages</description>"	CGAA-2519	Mon	2018-01-29	 15:45:58 -0500	" Licensee anonymous user: homepage ""About Alice!"" menu ||| https://ownsourcing.atlassian.net/browse/CGAA-2519 ||| Feature:: Homepage ""About Alice!"" menu ||| Benefit: In order to visit site pages on the site specific to the history, reader feedback, awards, and creators of the GAA! site ||| Actor: As an anonymous licensee user ||| Action: I can click the ""About Alice!"" menu ||| Outcome: Then I see the drop down menu with ""All About Alice!"", ""Go Ask Alice! History"", ""Rants &amp; Raves"", and ""FAQs"" options/pages</description>"	"CGAA-2519 ||| Licensee anonymous user: homepage ""About Alice!"" menu "
"2018-01-29.CGAA-2518 ]  Licensee anonymous user: homepage ""Find Help"" menu ||| https://ownsourcing.atlassian.net/browse/CGAA-2518 ||| Feature:: Homepage ""Find Help"" menu ||| Benefit: In order to visit pages with local emergency and on campus resources ||| Actor: As an anonymous licensee site user ||| Action: I can click the ""Find Help"" menu ||| Outcome: Then I see the drop down menu with ""In an emergency"" and ""On-campus resources"" options/pages</description>"	CGAA-2518	Mon	2018-01-29	 15:42:20 -0500	" Licensee anonymous user: homepage ""Find Help"" menu ||| https://ownsourcing.atlassian.net/browse/CGAA-2518 ||| Feature:: Homepage ""Find Help"" menu ||| Benefit: In order to visit pages with local emergency and on campus resources ||| Actor: As an anonymous licensee site user ||| Action: I can click the ""Find Help"" menu ||| Outcome: Then I see the drop down menu with ""In an emergency"" and ""On-campus resources"" options/pages</description>"	"CGAA-2518 ||| Licensee anonymous user: homepage ""Find Help"" menu</summary> "
"2018-01-29.CGAA-2517 ]  Licensee anonymous user: Quizzes homepage menu ||| https://ownsourcing.atlassian.net/browse/CGAA-2517 ||| Feature:: Homepage Quizzes menu ||| Benefit: In order to visit the quizzes or polls pages ||| Actor: As an anonymous licensee site user ||| Action: I can click on the Quizzes menu ||| Outcome: Then I see the drop down menu with the ""polls"" and ""quizzes"" listed</description>"	CGAA-2517	Mon	2018-01-29	 15:37:44 -0500	" Licensee anonymous user: Quizzes homepage menu ||| https://ownsourcing.atlassian.net/browse/CGAA-2517 ||| Feature:: Homepage Quizzes menu ||| Benefit: In order to visit the quizzes or polls pages ||| Actor: As an anonymous licensee site user ||| Action: I can click on the Quizzes menu ||| Outcome: Then I see the drop down menu with the ""polls"" and ""quizzes"" listed</description>"	CGAA-2517 ||| Licensee anonymous user: Quizzes homepage menu</summary> 
